episode,reward,score,steps,epsilon,loss_mean,ma100_reward
1031,-1.0811,0,7,0.1272,0.030957,1.0817
1032,-1.1479,0,21,0.1269,0.030359,1.0582
1033,0.0808,0,41,0.1267,0.032374,1.009
1034,1.3722,0,68,0.1264,0.03502,0.9855
1035,3.6599,1,50,0.1262,0.030607,1.0122
1036,-1.0,0,1,0.1259,0.015378,0.9656
1037,-1.0,0,1,0.1257,0.036056,0.9497
1038,0.7934,0,42,0.1254,0.038536,0.925
1039,1.9941,0,92,0.1252,0.033252,0.955
1040,0.237,0,33,0.1249,0.032981,0.9461
1041,-1.5574,0,25,0.1247,0.038737,0.9463
1042,3.6066,1,95,0.1244,0.033028,0.9907
1043,1.1639,0,67,0.1242,0.037651,1.0123
1044,-0.766,0,51,0.1239,0.027698,0.993
1045,-0.019,0,160,0.1237,0.036146,0.9591
1046,1.0938,0,41,0.1234,0.033903,0.9301
1047,-1.0,0,1,0.1232,0.017292,0.9335
1048,2.4122,1,161,0.1229,0.035698,0.9253
1049,3.7527,1,107,0.1227,0.033253,0.9335
1050,3.9041,1,63,0.1224,0.031518,0.9741
1051,1.0297,0,35,0.1222,0.032936,0.9506
1052,1.8761,0,118,0.122,0.031353,0.97
1053,-1.4804,0,9,0.1217,0.030766,0.9625
1054,3.4896,1,47,0.1215,0.031944,0.9908
1055,4.0906,1,70,0.1212,0.026085,1.0422
1056,1.2085,0,77,0.121,0.035558,1.0179
1057,-1.0165,0,6,0.1207,0.029116,1.0177
1058,-0.0058,0,22,0.1205,0.034941,1.0061
1059,0.4583,0,56,0.1203,0.028506,0.9775
1060,0.2792,0,144,0.12,0.030602,0.9646
1061,2.4825,1,132,0.1198,0.028939,0.9597
1062,1.0462,0,29,0.1195,0.032079,0.9475
1063,-1.0,0,1,0.1193,0.020991,0.9172
1064,-0.6522,0,33,0.1191,0.035076,0.9092
1065,1.3465,0,92,0.1188,0.032589,0.9315
1066,3.2874,1,55,0.1186,0.029284,0.9385
1067,0.8765,0,95,0.1183,0.03104,0.9591
1068,3.2842,1,187,0.1181,0.035225,0.9471
1069,0.4737,0,37,0.1179,0.028847,0.9152
1070,1.7788,0,45,0.1176,0.035124,0.9145
1071,-0.203,0,65,0.1174,0.02793,0.915
1072,0.8929,0,31,0.1172,0.033252,0.9325
1073,0.378,0,31,0.1169,0.036293,0.9115
1074,0.6249,0,48,0.1167,0.031777,0.9246
1075,-1.8349,0,25,0.1165,0.037633,0.8811
1076,-1.0,0,1,0.1162,0.033814,0.8811
1077,-0.285,0,23,0.116,0.039015,0.8884
1078,0.4062,0,88,0.1158,0.034515,0.8726
1079,0.3943,0,97,0.1155,0.028415,0.8866
1080,3.8387,1,137,0.1153,0.033098,0.9185
1081,4.0556,1,82,0.1151,0.034699,0.9708
1082,3.8751,1,84,0.1148,0.030422,1.0087
1083,0.1705,0,39,0.1146,0.029257,1.0059
1084,-1.0,0,1,0.1144,0.021634,0.9846
1085,4.7674,1,93,0.1142,0.03572,1.0423
1086,4.2203,1,122,0.1139,0.029545,1.1007
1087,0.9129,0,71,0.1137,0.032819,1.0748
1088,2.263,0,69,0.1135,0.028459,1.1097
1089,3.2681,1,55,0.1132,0.03139,1.1527
1090,4.2797,1,106,0.113,0.030859,1.2055
1091,4.6324,1,120,0.1128,0.034238,1.2175
1092,-2.2136,0,31,0.1126,0.03026,1.194
1093,-1.2693,0,23,0.1123,0.032739,1.1483
1094,0.1489,0,49,0.1121,0.036733,1.1362
1095,1.245,0,163,0.1119,0.031771,1.1616
1096,-1.02,0,3,0.1117,0.039493,1.1614
1097,4.4517,1,49,0.1114,0.029494,1.1906
1098,3.1969,1,84,0.1112,0.031832,1.2235
1099,0.6448,0,51,0.111,0.023189,1.2339
1100,3.2084,1,87,0.1108,0.027526,1.2373
1101,4.1864,1,69,0.1106,0.036176,1.2892
1102,4.5346,1,57,0.1103,0.032048,1.3373
1103,2.0418,1,229,0.1101,0.033071,1.3631
1104,3.1541,1,171,0.1099,0.037072,1.3975
1105,0.6244,0,51,0.1097,0.023827,1.4062
1106,3.9804,1,69,0.1095,0.041048,1.4382
1107,0.2342,0,20,0.1092,0.035392,1.4062
1108,-0.1932,0,102,0.109,0.035019,1.3756
1109,-1.0,0,1,0.1088,0.019121,1.3763
1110,0.6671,0,99,0.1086,0.033146,1.3442
1111,0.7401,0,70,0.1084,0.03347,1.3374
1112,0.0282,0,85,0.1082,0.033037,1.3037
1113,-1.0267,0,5,0.1079,0.042437,1.2549
1114,2.9647,1,191,0.1077,0.033175,1.297
1115,-1.0198,0,2,0.1075,0.032426,1.2651
1116,-1.0,0,1,0.1073,0.030568,1.218
1117,-0.7057,0,41,0.1071,0.029322,1.1878
1118,1.08,0,124,0.1069,0.032482,1.1693
1119,3.719,1,82,0.1066,0.030818,1.1838
1120,0.239,0,139,0.1064,0.030096,1.1818
1121,2.4897,1,172,0.1062,0.029969,1.175
1122,3.5763,1,146,0.106,0.027902,1.2209
1123,3.3735,1,137,0.1058,0.032316,1.2647
1124,2.3278,0,82,0.1056,0.033617,1.2547
1125,2.0347,0,94,0.1054,0.027998,1.2671
1126,2.1616,0,132,0.1052,0.030954,1.2544
1127,2.6652,1,113,0.105,0.032159,1.2748
1128,1.8191,0,43,0.1047,0.030338,1.2815
1129,4.4236,1,77,0.1045,0.035732,1.305
1130,3.9332,1,67,0.1043,0.034044,1.3446
1131,2.8046,0,112,0.1041,0.026754,1.3834
1132,3.4378,1,122,0.1039,0.028556,1.4293
1133,3.443,1,95,0.1037,0.031072,1.4629
1134,0.7167,0,69,0.1035,0.034487,1.4563
1135,-0.2795,0,18,0.1033,0.039366,1.4169
1136,-1.0,0,1,0.1031,0.025268,1.4169
1137,-1.003,0,10,0.1029,0.035707,1.4169
1138,3.9384,1,40,0.1027,0.031835,1.4484
1139,3.4084,1,100,0.1025,0.032641,1.4625
1140,1.2476,0,94,0.1023,0.029209,1.4726
1141,1.202,0,64,0.1021,0.028489,1.5002
1142,-1.0,0,1,0.1018,0.015171,1.4541
1143,0.9977,0,42,0.1016,0.026089,1.4525
1144,4.4814,1,74,0.1014,0.034718,1.505
1145,1.7979,0,89,0.1012,0.027937,1.5231
1146,-1.0,0,1,0.101,0.098471,1.5022
1147,1.6492,0,115,0.1008,0.029455,1.5287
1148,2.0039,0,47,0.1006,0.029457,1.5246
1149,0.8803,0,103,0.1004,0.027086,1.4959
1150,4.923,1,71,0.1002,0.027259,1.5061
1151,5.3911,1,128,0.1,0.027168,1.5497
1152,0.8014,0,65,0.0998,0.03129,1.5389
1153,3.788,1,65,0.0996,0.033617,1.5916
1154,1.9284,0,66,0.0994,0.026614,1.576
1155,1.3708,0,39,0.0992,0.036887,1.5488
1156,-1.0,0,1,0.099,0.01634,1.5267
1157,-1.0,0,1,0.0988,0.015978,1.5269
1158,4.3471,1,62,0.0986,0.026954,1.5704
1159,3.2889,0,88,0.0984,0.032112,1.5987
1160,3.7994,1,66,0.0982,0.036978,1.6339
1161,0.7349,0,53,0.098,0.025872,1.6164
1162,2.27,0,90,0.0978,0.02888,1.6287
1163,-0.3827,0,20,0.0977,0.027311,1.6349
1164,-0.828,0,8,0.0975,0.024948,1.6331
1165,0.3737,0,28,0.0973,0.024037,1.6234
1166,3.0838,1,141,0.0971,0.027661,1.6213
1167,4.3125,1,54,0.0969,0.030783,1.6557
1168,1.5918,0,38,0.0967,0.033498,1.6388
1169,-0.2479,0,13,0.0965,0.032977,1.6315
1170,4.1214,1,81,0.0963,0.029857,1.655
1171,1.4549,0,34,0.0961,0.034251,1.6716
1172,-1.0,0,1,0.0959,0.014339,1.6526
1173,0.2376,0,38,0.0957,0.031819,1.6512
1174,4.2482,1,49,0.0955,0.031745,1.6875
1175,4.4303,1,50,0.0953,0.02477,1.7501
1176,2.283,0,47,0.0951,0.032675,1.7829
1177,2.7515,1,104,0.095,0.027325,1.8133
1178,3.8557,1,62,0.0948,0.030288,1.8478
1179,1.1512,0,38,0.0946,0.02555,1.8554
1180,3.1109,1,168,0.0944,0.028459,1.8481
1181,3.6142,1,46,0.0942,0.029812,1.8437
1182,1.8225,0,48,0.094,0.03103,1.8231
1183,-1.0089,0,12,0.0938,0.024953,1.8113
1184,-0.4936,0,16,0.0936,0.020745,1.8164
1185,-1.0,0,1,0.0934,0.037681,1.7587
1186,-1.0,0,1,0.0933,0.012742,1.7065
1187,-1.0,0,1,0.0931,0.013936,1.6874
1188,-0.6183,0,16,0.0929,0.03669,1.6586
1189,2.8538,0,56,0.0927,0.03294,1.6545
1190,1.505,0,48,0.0925,0.030606,1.6267
1191,3.8301,1,56,0.0923,0.03206,1.6187
1192,3.556,1,74,0.0921,0.032345,1.6764
1193,-1.0,0,1,0.092,0.009164,1.6791
1194,-1.01,0,2,0.0918,0.028332,1.6675
1195,4.8613,1,62,0.0916,0.029403,1.7036
1196,1.9586,0,83,0.0914,0.03426,1.7334
1197,-1.0219,0,2,0.0912,0.013266,1.6787
1198,4.9039,1,59,0.091,0.028544,1.6958
1199,1.1216,0,43,0.0909,0.025965,1.7005
1200,-1.0,0,1,0.0907,0.029333,1.6584
1201,-1.0,0,1,0.0905,0.069726,1.6066
1202,-0.0871,0,31,0.0903,0.029404,1.5604
1203,-1.0,0,1,0.0901,0.013701,1.5299
1204,2.4005,0,87,0.09,0.027832,1.5224
1205,-1.0,0,1,0.0898,0.031608,1.5062
1206,3.5495,1,38,0.0896,0.030421,1.5019
1207,3.6151,1,116,0.0894,0.024698,1.5357
1208,3.579,1,128,0.0892,0.026375,1.5734
1209,2.7204,0,84,0.0891,0.027446,1.6106
1210,3.2184,1,74,0.0889,0.027115,1.6361
1211,-1.1543,0,8,0.0887,0.019644,1.6172
1212,-1.2229,0,25,0.0885,0.030469,1.6047
1213,-0.4327,0,11,0.0884,0.026316,1.6106
1214,0.9869,0,43,0.0882,0.031496,1.5908
1215,0.9168,0,65,0.088,0.028881,1.6102
1216,-1.0,0,1,0.0878,0.020834,1.6102
1217,0.2072,0,27,0.0876,0.035592,1.6193
1218,4.7203,1,87,0.0875,0.027146,1.6557
1219,-0.7335,0,11,0.0873,0.026813,1.6112
1220,4.473,1,50,0.0871,0.029228,1.6535
1221,3.4321,1,42,0.0869,0.035337,1.663
1222,3.2526,1,64,0.0868,0.030156,1.6597
1223,0.9173,0,42,0.0866,0.034331,1.6352
1224,-1.07,0,8,0.0864,0.029077,1.6012
1225,3.5586,1,46,0.0863,0.030893,1.6164
1226,1.8291,0,57,0.0861,0.025795,1.6131
1227,-1.0279,0,6,0.0859,0.035051,1.5762
1228,-0.6266,0,20,0.0857,0.033587,1.5517
1229,2.559,0,62,0.0856,0.030546,1.5331
1230,-0.6403,0,18,0.0854,0.030931,1.4873
1231,0.5255,0,37,0.0852,0.032119,1.4645
1232,4.3277,1,65,0.0851,0.031997,1.4734
1233,3.7751,1,65,0.0849,0.028431,1.4767
1234,1.0914,0,60,0.0847,0.033235,1.4805
1235,3.6307,1,41,0.0845,0.027079,1.5196
1236,4.064,1,94,0.0844,0.032774,1.5702
1237,4.8108,1,56,0.0842,0.02598,1.6284
1238,1.2294,0,64,0.084,0.032782,1.6013
1239,-1.0522,0,18,0.0839,0.023839,1.5567
1240,-1.0295,0,12,0.0837,0.018894,1.5339
1241,0.9452,0,57,0.0835,0.026573,1.5313
1242,-1.0,0,1,0.0834,0.006998,1.5313
1243,3.2742,1,64,0.0832,0.035644,1.5541
1244,0.3176,0,18,0.083,0.03544,1.5125
1245,-1.0,0,1,0.0829,0.013747,1.4845
1246,-1.1851,0,27,0.0827,0.030338,1.4826
1247,-1.07,0,8,0.0825,0.027972,1.4554
1248,0.2317,0,28,0.0824,0.041458,1.4377
1249,-0.3539,0,27,0.0822,0.025718,1.4254
1250,-1.0,0,1,0.082,0.051871,1.3662
1251,3.4327,1,42,0.0819,0.035574,1.3466
1252,4.1997,1,88,0.0817,0.031322,1.3806
1253,1.2314,0,90,0.0816,0.034607,1.355
1254,0.7244,0,109,0.0814,0.026976,1.3429
1255,-1.0,0,1,0.0812,0.011194,1.3192
1256,-1.0,0,1,0.0811,0.031365,1.3192
1257,-0.1364,0,34,0.0809,0.033414,1.3279
1258,6.0583,1,76,0.0807,0.033066,1.345
1259,1.1778,0,65,0.0806,0.028211,1.3239
1260,-0.4781,0,32,0.0804,0.038681,1.2811
1261,-1.2546,0,16,0.0803,0.038194,1.2612
1262,4.3946,1,60,0.0801,0.030685,1.2824
1263,3.2337,1,89,0.0799,0.03511,1.3186
1264,-1.5826,0,48,0.0798,0.038577,1.3111
1265,0.0411,0,46,0.0796,0.026603,1.3077
1266,4.4421,1,60,0.0795,0.036312,1.3213
1267,3.772,1,61,0.0793,0.033364,1.3159
1268,0.4415,0,23,0.0791,0.032038,1.3044
1269,-0.1058,0,34,0.079,0.031836,1.3058
1270,0.883,0,44,0.0788,0.027413,1.2735
1271,4.1424,1,143,0.0787,0.033583,1.3003
1272,-1.0158,0,11,0.0785,0.036564,1.3002
1273,4.2858,1,56,0.0784,0.030818,1.3407
1274,-1.0,0,1,0.0782,0.011742,1.2882
1275,0.6354,0,35,0.078,0.028525,1.2502
1276,4.3624,1,51,0.0779,0.027029,1.271
1277,-0.8299,0,59,0.0777,0.035535,1.2352
1278,1.3302,0,36,0.0776,0.030162,1.2099
1279,3.8004,1,106,0.0774,0.03141,1.2364
1280,3.5387,1,32,0.0773,0.033621,1.2407
1281,-1.0,0,1,0.0771,0.019116,1.1946
1282,0.828,0,36,0.077,0.025342,1.1846
1283,0.3307,0,116,0.0768,0.032199,1.198
1284,-1.1157,0,31,0.0766,0.029273,1.1918
1285,3.2159,1,96,0.0765,0.034141,1.234
1286,0.9812,0,78,0.0763,0.029425,1.2538
1287,4.314,1,39,0.0762,0.02694,1.3069
1288,3.0869,1,71,0.076,0.026734,1.344
1289,3.3578,1,90,0.0759,0.033926,1.349
1290,3.4864,1,78,0.0757,0.030082,1.3688
1291,-0.0336,0,40,0.0756,0.029389,1.3302
1292,3.6463,1,36,0.0754,0.026345,1.3311
1293,3.6562,1,60,0.0753,0.028572,1.3777
1294,3.3212,1,60,0.0751,0.025163,1.421
1295,-1.08,0,9,0.075,0.028833,1.3616
1296,-0.6921,0,10,0.0748,0.034671,1.335
1297,3.3053,1,78,0.0747,0.028746,1.3783
1298,-0.7206,0,20,0.0745,0.032865,1.3221
1299,3.4211,1,64,0.0744,0.032528,1.3451
1300,3.5859,1,82,0.0742,0.030354,1.3909
1301,0.3364,0,29,0.0741,0.030994,1.4043
1302,-1.0,0,1,0.0739,0.013402,1.3952
1303,3.67,1,76,0.0738,0.029259,1.4419
1304,-1.0,0,1,0.0736,0.024694,1.4079
1305,2.1466,0,55,0.0735,0.027482,1.4393
1306,3.9164,1,81,0.0733,0.029821,1.443
1307,1.1223,0,86,0.0732,0.027092,1.4181
1308,3.1256,1,112,0.073,0.03195,1.4135
1309,3.4431,1,52,0.0729,0.028799,1.4208
1310,3.9351,1,43,0.0728,0.025926,1.4279
1311,0.5718,0,133,0.0726,0.029573,1.4452
1312,0.2191,0,20,0.0725,0.029909,1.4596
1313,-0.6711,0,105,0.0723,0.032773,1.4572
1314,-0.288,0,138,0.0722,0.025003,1.4445
1315,3.9074,1,53,0.072,0.022575,1.4744
1316,-0.0208,0,70,0.0719,0.028197,1.4842
1317,5.9831,1,62,0.0717,0.022426,1.5419
1318,4.0071,1,70,0.0716,0.025238,1.5348
1319,1.1808,0,38,0.0715,0.026892,1.5539
1320,3.3301,1,48,0.0713,0.027799,1.5425
1321,4.0444,1,102,0.0712,0.03089,1.5486
1322,3.4936,1,40,0.071,0.025886,1.551
1323,3.339,1,75,0.0709,0.028445,1.5753
1324,-1.0,0,1,0.0707,0.01737,1.576
1325,4.0588,1,116,0.0706,0.030156,1.581
1326,1.9382,0,59,0.0705,0.031507,1.5821
1327,-0.3223,0,42,0.0703,0.028139,1.5891
1328,-1.0,0,1,0.0702,0.015455,1.5854
1329,-0.2415,0,189,0.07,0.027686,1.5574
1330,3.5346,1,139,0.0699,0.03191,1.5991
1331,-0.0256,0,47,0.0698,0.025571,1.5936
1332,-0.4617,0,12,0.0696,0.0329,1.5457
1333,2.7491,1,116,0.0695,0.027215,1.5355
1334,3.4386,1,65,0.0693,0.03111,1.5589
1335,-1.0652,0,6,0.0692,0.039926,1.512
1336,-0.9733,0,7,0.0691,0.018344,1.4616
1337,1.2142,0,89,0.0689,0.029371,1.4256
1338,3.0007,1,98,0.0688,0.029042,1.4433
1339,4.0307,1,110,0.0687,0.028822,1.4942
1340,5.1182,1,47,0.0685,0.026638,1.5556
1341,3.6593,1,60,0.0684,0.026203,1.5828
1342,1.8004,0,36,0.0682,0.022575,1.6108
1343,2.8962,1,108,0.0681,0.031353,1.607
1344,3.2327,1,58,0.068,0.031059,1.6362
1345,1.9433,0,62,0.0678,0.028724,1.6656
1346,-1.01,0,2,0.0677,0.06025,1.6673
1347,4.0957,1,47,0.0676,0.024086,1.719
1348,-0.8127,0,29,0.0674,0.02437,1.7086
1349,2.8371,1,122,0.0673,0.026328,1.7405
1350,3.4529,1,63,0.0672,0.029164,1.785
1351,3.7966,1,39,0.067,0.030131,1.7886
1352,1.1427,0,46,0.0669,0.021306,1.7581
1353,-1.1235,0,18,0.0668,0.043773,1.7345
1354,-1.0,0,1,0.0666,0.013495,1.7173
1355,3.4346,1,38,0.0665,0.022526,1.7616
1356,4.1195,1,42,0.0664,0.026629,1.8128
1357,-1.1909,0,14,0.0662,0.025673,1.8023
1358,2.8481,1,136,0.0661,0.026056,1.7702
1359,1.3635,0,30,0.066,0.021328,1.772
1360,-1.0,0,1,0.0658,0.025252,1.7668
1361,-0.2998,0,89,0.0657,0.024447,1.7764
1362,-0.1607,0,26,0.0656,0.033147,1.7308
1363,0.3366,0,27,0.0654,0.023434,1.7018
1364,-1.0079,0,28,0.0653,0.026016,1.7076
1365,1.3616,0,53,0.0652,0.02656,1.7208
1366,-0.1759,0,17,0.065,0.024826,1.6746
1367,-0.6085,0,13,0.0649,0.021214,1.6308
1368,1.0568,0,72,0.0648,0.035361,1.637
1369,0.1085,0,29,0.0647,0.025816,1.6391
1370,-0.9021,0,40,0.0645,0.029562,1.6212
1371,-0.735,0,13,0.0644,0.024276,1.5725
1372,0.1035,0,26,0.0643,0.031037,1.5837
1373,0.7626,0,82,0.0641,0.027568,1.5484
1374,-0.3294,0,51,0.064,0.025356,1.5551
1375,-0.1442,0,51,0.0639,0.031489,1.5473
1376,0.2857,0,17,0.0638,0.033297,1.5066
1377,1.2587,0,51,0.0636,0.030697,1.5275
1378,1.1458,0,54,0.0635,0.025346,1.5256
1379,2.1609,0,124,0.0634,0.027513,1.5092
1380,-0.9538,0,20,0.0632,0.034086,1.4643
1381,1.1957,0,116,0.0631,0.029184,1.4863
1382,0.2546,0,157,0.063,0.02907,1.4805
1383,-0.9225,0,15,0.0629,0.023471,1.468
1384,0.7925,0,128,0.0627,0.029324,1.4871
1385,2.5218,1,139,0.0626,0.03098,1.4801
1386,3.491,1,43,0.0625,0.031501,1.5052
1387,0.3842,0,43,0.0624,0.02422,1.4659
1388,5.4733,1,55,0.0622,0.028896,1.4898
1389,4.2026,1,66,0.0621,0.030939,1.4982
1390,1.6379,0,112,0.062,0.02837,1.4798
1391,-0.5062,0,41,0.0619,0.029614,1.475
1392,3.5879,1,71,0.0617,0.029841,1.4744
1393,-1.1444,0,24,0.0616,0.023523,1.4264
1394,0.6122,0,54,0.0615,0.026428,1.3993
1395,0.781,0,37,0.0614,0.022897,1.418
1396,-1.6002,0,14,0.0612,0.025769,1.4089
1397,4.0269,1,59,0.0611,0.02952,1.4161
1398,-0.2887,0,52,0.061,0.037486,1.4204
1399,0.8785,0,105,0.0609,0.026642,1.395
1400,0.3141,0,41,0.0608,0.027134,1.3623
1401,-0.7346,0,10,0.0606,0.027279,1.3516
1402,-1.09,0,10,0.0605,0.024461,1.3507
1403,0.9843,0,26,0.0604,0.024336,1.3238
1404,-1.0,0,1,0.0603,0.043523,1.3238
1405,2.8489,1,125,0.0602,0.030064,1.3308
1406,-0.4663,0,24,0.06,0.02636,1.287
1407,-0.9467,0,57,0.0599,0.025314,1.2663
1408,0.9394,0,205,0.0598,0.02558,1.2444
1409,4.3189,1,39,0.0597,0.025531,1.2532
1410,3.3551,1,60,0.0596,0.027901,1.2474
1411,0.0553,0,32,0.0594,0.021746,1.2422
1412,3.5144,1,61,0.0593,0.024728,1.2752
1413,-0.5421,0,66,0.0592,0.030066,1.2765
1414,2.0185,0,76,0.0591,0.035539,1.2995
1415,0.5042,0,27,0.059,0.040065,1.2655
1416,-0.4867,0,19,0.0588,0.02687,1.2609
1417,3.4968,1,98,0.0587,0.028642,1.236
1418,3.3571,1,45,0.0586,0.025389,1.2295
1419,3.2754,1,60,0.0585,0.030743,1.2504
1420,-1.0,0,1,0.0584,0.046295,1.2071
1421,2.946,1,81,0.0583,0.032763,1.1962
1422,4.1305,1,62,0.0581,0.032384,1.2025
1423,-1.0201,0,7,0.058,0.016727,1.1589
1424,3.2681,1,56,0.0579,0.028962,1.2016
1425,3.8638,1,60,0.0578,0.030269,1.1997
1426,1.9266,0,74,0.0577,0.032118,1.1995
1427,3.4069,1,51,0.0576,0.027,1.2368
1428,3.757,1,45,0.0574,0.024473,1.2844
1429,-0.9185,0,13,0.0573,0.027085,1.2776
1430,4.4351,1,62,0.0572,0.026979,1.2866
1431,3.7101,1,78,0.0571,0.029556,1.324
1432,3.5687,1,60,0.057,0.030425,1.3643
1433,-0.3034,0,50,0.0569,0.027884,1.3338
1434,0.7192,0,108,0.0568,0.026737,1.3066
1435,3.3391,1,45,0.0566,0.028096,1.3506
1436,1.0014,0,118,0.0565,0.031289,1.3704
1437,-1.5292,0,13,0.0564,0.01574,1.3429
1438,0.5995,0,21,0.0563,0.019337,1.3189
1439,-0.4976,0,18,0.0562,0.023881,1.2736
1440,3.973,1,73,0.0561,0.028389,1.2622
1441,3.9289,1,93,0.056,0.028713,1.2649
1442,2.9381,0,77,0.0559,0.028968,1.2763
1443,-1.0,0,1,0.0557,0.022914,1.2373
1444,3.8938,1,35,0.0556,0.027562,1.2439
1445,-1.0,0,1,0.0555,0.052951,1.2145
1446,3.2682,1,135,0.0554,0.029048,1.2573
1447,4.0088,1,42,0.0553,0.025713,1.2564
1448,3.2147,1,110,0.0552,0.032179,1.2967
1449,-1.0,0,1,0.0551,0.028258,1.2583
1450,0.9239,0,65,0.055,0.025364,1.233
1451,2.2219,0,58,0.0549,0.028366,1.2173
1452,-1.0542,0,14,0.0548,0.029628,1.1953
1453,-1.0,0,1,0.0546,0.017382,1.1965
1454,0.4149,0,56,0.0545,0.02652,1.2107
1455,0.681,0,36,0.0544,0.030339,1.1831
1456,3.8261,1,46,0.0543,0.027742,1.1802
1457,1.5877,0,41,0.0542,0.026596,1.208
1458,3.9892,1,39,0.0541,0.028014,1.2194
1459,-1.0,0,1,0.054,0.035203,1.1958
1460,3.0745,1,88,0.0539,0.029192,1.2365
1461,3.2598,1,73,0.0538,0.030019,1.2721
1462,0.5415,0,71,0.0537,0.027233,1.2791
1463,2.7367,1,141,0.0536,0.028665,1.3031
1464,1.9175,0,110,0.0535,0.027962,1.3324
1465,4.9027,1,70,0.0533,0.028147,1.3678
1466,3.656,0,65,0.0532,0.028332,1.4061
1467,-0.5783,0,11,0.0531,0.038556,1.4064
1468,3.9969,1,97,0.053,0.029316,1.4358
1469,1.4853,0,74,0.0529,0.024092,1.4496
1470,4.4678,1,45,0.0528,0.030737,1.5033
1471,3.1934,1,114,0.0527,0.031116,1.5426
1472,4.0389,1,51,0.0526,0.023693,1.5819
1473,3.3726,1,57,0.0525,0.033145,1.608
1474,-1.0,0,1,0.0524,0.018438,1.6013
1475,1.2972,0,102,0.0523,0.029288,1.6157
1476,4.0356,1,53,0.0522,0.032596,1.6532
1477,3.5613,1,41,0.0521,0.030072,1.6763
1478,4.0511,1,51,0.052,0.02839,1.7053
1479,2.3695,1,155,0.0519,0.029979,1.7074
1480,2.6035,1,120,0.0518,0.029429,1.743
1481,4.1155,1,42,0.0517,0.021742,1.7722
1482,-1.0,0,1,0.0516,0.014924,1.7596
1483,-1.0,0,1,0.0515,0.047745,1.7588
1484,3.997,1,69,0.0514,0.028224,1.7909
1485,3.2828,1,70,0.0513,0.026757,1.7985
1486,-0.7296,0,16,0.0512,0.024057,1.7563
1487,2.961,1,118,0.051,0.028799,1.7821
1488,4.8021,1,84,0.0509,0.027588,1.7754
1489,4.4923,1,136,0.0508,0.025609,1.7782
1490,1.4766,0,44,0.0507,0.026124,1.7766
1491,2.6979,1,110,0.0506,0.031886,1.8087
1492,3.931,1,50,0.0505,0.027838,1.8121
1493,3.6042,1,43,0.0504,0.035496,1.8596
1494,4.2478,1,69,0.0503,0.024087,1.8959
1495,4.7713,1,63,0.0502,0.027189,1.9359
1496,4.5326,1,44,0.0501,0.025428,1.9972
1497,3.6949,1,107,0.05,0.029124,1.9939
1498,1.1006,0,85,0.0499,0.030875,2.0078
1499,4.0515,1,79,0.0498,0.032048,2.0395
1500,3.8468,1,63,0.0497,0.025388,2.0748
1501,-1.0,0,1,0.0496,0.023461,2.0722
1502,4.1315,1,48,0.0495,0.026155,2.1244
1503,2.0031,0,47,0.0494,0.022919,2.1346
1504,-1.02,0,3,0.0493,0.030067,2.1344
1505,-1.0,0,1,0.0492,0.006339,2.0959
1506,0.15,0,144,0.0491,0.027168,2.102
1507,3.0516,1,110,0.049,0.026528,2.142
1508,3.415,1,50,0.0489,0.024124,2.1668
1509,3.6406,1,37,0.0488,0.027779,2.16
1510,1.311,0,35,0.0488,0.030035,2.1395
1511,3.383,1,123,0.0487,0.025594,2.1728
1512,-0.7104,0,33,0.0486,0.022624,2.1306
1513,-1.03,0,4,0.0485,0.033812,2.1257
1514,0.95,0,98,0.0484,0.027933,2.115
1515,4.4974,1,66,0.0483,0.030221,2.1549
1516,4.5035,1,42,0.0482,0.020425,2.2048
1517,-1.0,0,1,0.0481,0.009698,2.1599
1518,0.5015,0,40,0.048,0.023807,2.1313
1519,-1.1261,0,9,0.0479,0.04024,2.0873
1520,2.8708,1,130,0.0478,0.030933,2.126
1521,3.7206,1,69,0.0477,0.028092,2.1338
1522,-0.3071,0,26,0.0476,0.024264,2.0894
1523,-1.0,0,1,0.0475,0.02309,2.0896
1524,-1.0791,0,32,0.0474,0.027781,2.0461
1525,5.0151,1,54,0.0473,0.026443,2.0576
1526,-1.0,0,1,0.0472,0.066108,2.0284
1527,4.0257,1,52,0.0471,0.027429,2.0345
1528,0.0161,0,83,0.047,0.025262,1.9971
1529,-0.6095,0,16,0.0469,0.01553,2.0002
1530,-1.0,0,1,0.0468,0.110028,1.9459
1531,2.5139,1,126,0.0467,0.028718,1.9339
1532,2.9405,1,124,0.0467,0.02683,1.9276
1533,0.5494,0,30,0.0466,0.029621,1.9362
1534,-1.0,0,1,0.0465,0.03174,1.919
1535,0.435,0,98,0.0464,0.028794,1.8899
1536,4.1127,1,41,0.0463,0.021363,1.921
1537,-0.3093,0,19,0.0462,0.028237,1.9332
1538,3.8435,1,74,0.0461,0.024577,1.9657
1539,2.7477,1,121,0.046,0.028122,1.9981
1540,3.38,1,156,0.0459,0.023572,1.9922
1541,0.2629,0,31,0.0458,0.03078,1.9555
1542,-1.0,0,1,0.0457,0.017173,1.9162
1543,1.8328,1,214,0.0456,0.024777,1.9445
1544,-0.1533,0,118,0.0455,0.024737,1.904
1545,0.6967,0,39,0.0455,0.024619,1.921
1546,-1.0,0,1,0.0454,0.029583,1.8783
1547,3.7796,1,80,0.0453,0.0243,1.876
1548,4.153,1,117,0.0452,0.023352,1.8854
1549,-0.8923,0,49,0.0451,0.023147,1.8865
