episode,reward,score,steps,epsilon,loss_mean,ma100_reward
504,-0.9653,0,11,0.3653,0.04785,-0.1253
505,-1.4159,0,102,0.3646,0.070555,-0.1388
506,-1.0327,0,49,0.3639,0.067638,-0.1556
507,-1.2885,0,18,0.3631,0.079512,-0.1711
508,-1.0801,0,10,0.3624,0.08807,-0.2277
509,-2.3745,0,195,0.3617,0.070937,-0.2427
510,-0.2701,0,297,0.3609,0.065738,-0.2361
511,-0.6347,0,76,0.3602,0.071498,-0.2322
512,3.6653,1,171,0.3595,0.068536,-0.1855
513,-1.0,0,1,0.3588,0.036439,-0.1715
514,1.6899,1,248,0.3581,0.071831,-0.1423
515,-1.6988,0,259,0.3574,0.067083,-0.152
516,-1.0,0,1,0.3566,0.037221,-0.1765
517,0.4327,0,109,0.3559,0.054046,-0.1724
518,-1.0,0,1,0.3552,0.04187,-0.1869
519,-0.3739,0,74,0.3545,0.058012,-0.2291
520,0.821,0,92,0.3538,0.060393,-0.2055
521,0.202,0,123,0.3531,0.066527,-0.1985
522,-1.1929,0,28,0.3524,0.078763,-0.1895
523,-1.3613,0,40,0.3517,0.070172,-0.2128
524,-1.8476,0,195,0.351,0.070067,-0.2209
525,-0.7035,0,92,0.3503,0.061219,-0.2061
526,-0.9485,0,151,0.3496,0.067346,-0.2088
527,-0.6326,0,22,0.3489,0.070181,-0.2051
528,1.0912,0,85,0.3482,0.05588,-0.1826
529,-1.7538,0,270,0.3475,0.070919,-0.201
530,-1.0,0,1,0.3468,0.134342,-0.2013
531,-1.0,0,1,0.3461,0.126698,-0.2143
532,-0.3997,0,140,0.3454,0.062872,-0.2218
533,-0.3481,0,119,0.3447,0.065898,-0.2338
534,1.5228,1,257,0.344,0.06349,-0.2024
535,-2.2597,0,64,0.3433,0.054129,-0.2242
536,-0.3888,0,33,0.3426,0.055383,-0.2254
537,-1.0,0,1,0.342,0.030016,-0.2263
538,-2.2286,0,312,0.3413,0.061656,-0.2254
539,-1.7468,0,62,0.3406,0.056586,-0.2426
540,-1.0,0,1,0.3399,0.020876,-0.2426
541,-0.068,0,124,0.3392,0.06226,-0.2592
542,-0.9846,0,189,0.3386,0.061175,-0.2583
543,-1.2596,0,26,0.3379,0.061024,-0.2573
544,-0.2881,0,326,0.3372,0.060816,-0.2459
545,0.2314,0,54,0.3365,0.052264,-0.231
546,-0.2181,0,114,0.3358,0.058714,-0.2164
547,-0.4608,0,225,0.3352,0.060029,-0.2128
548,-1.7099,0,121,0.3345,0.055417,-0.2222
549,-1.0442,0,13,0.3338,0.043884,-0.2319
550,2.8064,1,110,0.3332,0.057174,-0.1953
551,0.053,0,146,0.3325,0.057982,-0.2037
552,0.0333,0,95,0.3318,0.0625,-0.1953
553,-1.7323,0,95,0.3312,0.064724,-0.2454
554,-0.6203,0,34,0.3305,0.057995,-0.2481
555,-1.376,0,46,0.3299,0.051012,-0.2505
556,0.1175,0,90,0.3292,0.057804,-0.2401
557,-1.5014,0,245,0.3285,0.055912,-0.2606
558,-3.7242,0,293,0.3279,0.05786,-0.2878
559,-0.411,0,116,0.3272,0.054163,-0.2842
560,-0.2329,0,110,0.3266,0.054116,-0.2773
561,-1.3313,0,141,0.3259,0.053094,-0.324
562,-1.0962,0,35,0.3253,0.055038,-0.3304
563,-1.7904,0,269,0.3246,0.054896,-0.3376
564,-1.0,0,1,0.324,0.018576,-0.3308
565,-0.8334,0,120,0.3233,0.059324,-0.3756
566,-1.1787,0,50,0.3227,0.05543,-0.3974
567,-1.0,0,1,0.322,0.036331,-0.3974
568,-0.93,0,84,0.3214,0.054947,-0.4121
569,-1.5378,0,96,0.3207,0.050553,-0.4296
570,0.1794,0,91,0.3201,0.056986,-0.432
571,-0.7876,0,47,0.3195,0.057013,-0.4368
572,-2.4678,0,86,0.3188,0.044889,-0.4665
573,-1.8441,0,96,0.3182,0.055873,-0.4745
574,-1.0,0,1,0.3175,0.034887,-0.4846
575,-1.0442,0,50,0.3169,0.052806,-0.5085
576,-1.02,0,3,0.3163,0.051926,-0.5202
577,-2.0938,0,111,0.3156,0.056652,-0.5047
578,-1.3144,0,120,0.315,0.05783,-0.5274
579,-4.4603,0,313,0.3144,0.049904,-0.5611
580,-0.9135,0,74,0.3137,0.048922,-0.552
581,-1.2435,0,314,0.3131,0.049702,-0.5683
582,-1.2648,0,22,0.3125,0.037752,-0.5709
583,-1.0304,0,4,0.3119,0.096603,-0.5904
584,-0.7693,0,67,0.3112,0.041551,-0.5951
585,-1.4722,0,32,0.3106,0.046569,-0.6396
586,-1.1568,0,55,0.31,0.054127,-0.6545
587,-1.0184,0,31,0.3094,0.060972,-0.6596
588,-3.619,0,231,0.3088,0.052481,-0.7001
589,-1.03,0,19,0.3081,0.043203,-0.7202
590,3.2057,1,83,0.3075,0.05333,-0.6831
591,0.5197,0,35,0.3069,0.052329,-0.6988
592,-1.0,0,1,0.3063,0.023259,-0.743
593,-1.4723,0,97,0.3057,0.051719,-0.7511
594,-1.3453,0,122,0.3051,0.060641,-0.7954
595,-0.7095,0,63,0.3045,0.049779,-0.8092
596,0.6746,0,258,0.3039,0.052488,-0.8164
597,0.1561,0,122,0.3033,0.04902,-0.7961
598,-0.0833,0,36,0.3026,0.047696,-0.7915
599,-1.3124,0,39,0.302,0.046076,-0.8127
600,-0.7747,0,61,0.3014,0.056267,-0.8258
601,-2.5955,0,352,0.3008,0.049643,-0.8393
602,-1.754,0,45,0.3002,0.04692,-0.8447
603,0.6636,0,169,0.2996,0.049534,-0.8281
604,3.1898,1,78,0.299,0.04679,-0.7865
605,-0.5983,0,17,0.2984,0.055253,-0.7783
606,-0.7237,0,32,0.2978,0.046402,-0.7753
607,-1.6697,0,283,0.2972,0.050939,-0.7791
608,-2.8523,0,300,0.2966,0.054428,-0.7968
609,-1.4494,0,326,0.2961,0.050065,-0.7875
610,3.3185,1,124,0.2955,0.047577,-0.7516
611,-0.4293,0,18,0.2949,0.040857,-0.7496
612,-1.12,0,13,0.2943,0.070259,-0.7974
613,1.9418,1,220,0.2937,0.051482,-0.768
614,2.7837,1,173,0.2931,0.052393,-0.7571
615,4.53,1,47,0.2925,0.043218,-0.6948
616,2.1966,1,203,0.2919,0.045487,-0.6628
617,1.5666,0,70,0.2913,0.043545,-0.6515
618,-1.0,0,1,0.2908,0.012308,-0.6515
619,-0.6908,0,32,0.2902,0.043356,-0.6547
620,1.8388,1,205,0.2896,0.051907,-0.6445
621,-0.1651,0,34,0.289,0.046906,-0.6482
622,2.1521,1,240,0.2884,0.050313,-0.6147
623,-0.4243,0,66,0.2879,0.056915,-0.6053
624,-0.3939,0,44,0.2873,0.054641,-0.5908
625,0.687,0,82,0.2867,0.041276,-0.5769
626,3.3273,1,112,0.2861,0.05016,-0.5341
627,-1.4513,0,36,0.2856,0.047532,-0.5423
628,-0.5492,0,105,0.285,0.049464,-0.5587
629,0.3697,0,68,0.2844,0.04827,-0.5375
630,-1.774,0,52,0.2839,0.051628,-0.5452
631,2.6192,0,84,0.2833,0.045558,-0.509
632,1.0464,0,80,0.2827,0.047174,-0.4946
633,-1.1627,0,24,0.2822,0.047597,-0.5027
634,0.3615,0,109,0.2816,0.049218,-0.5143
635,1.0463,0,60,0.281,0.048969,-0.4813
636,0.315,0,49,0.2805,0.049317,-0.4742
637,-0.9186,0,28,0.2799,0.035028,-0.4734
638,0.7743,0,33,0.2794,0.046819,-0.4434
639,-1.0681,0,15,0.2788,0.051933,-0.4366
640,3.5474,1,109,0.2782,0.051979,-0.3911
641,1.102,0,83,0.2777,0.047474,-0.3794
642,3.6481,1,57,0.2771,0.054387,-0.3331
643,-0.551,0,48,0.2766,0.054069,-0.326
644,-1.0,0,1,0.276,0.017256,-0.3331
645,-1.0,0,1,0.2755,0.049099,-0.3455
646,2.9809,1,122,0.2749,0.049416,-0.3135
647,-0.559,0,20,0.2744,0.061222,-0.3145
648,1.6868,0,85,0.2738,0.054517,-0.2805
649,-1.0,0,1,0.2733,0.025305,-0.28
650,0.4333,0,99,0.2727,0.042471,-0.3038
651,-1.1227,0,8,0.2722,0.050962,-0.3155
652,-1.1524,0,13,0.2716,0.051691,-0.3274
653,3.0544,1,105,0.2711,0.051301,-0.2795
654,0.7539,0,36,0.2705,0.044297,-0.2658
655,1.2324,0,54,0.27,0.057836,-0.2397
656,-1.0,0,1,0.2695,0.045625,-0.2509
657,-1.1576,0,34,0.2689,0.044975,-0.2474
658,-0.9911,0,10,0.2684,0.058747,-0.2201
659,3.2363,1,68,0.2679,0.048012,-0.1836
660,0.5787,0,44,0.2673,0.04842,-0.1755
661,-1.1544,0,15,0.2668,0.032979,-0.1737
662,0.5132,0,90,0.2662,0.046414,-0.1577
663,0.0885,0,169,0.2657,0.04865,-0.1389
664,-0.7129,0,22,0.2652,0.041248,-0.136
665,-1.071,0,38,0.2647,0.049567,-0.1384
666,0.304,0,121,0.2641,0.056491,-0.1235
667,-1.4992,0,55,0.2636,0.054382,-0.1285
668,-1.0,0,1,0.2631,0.0764,-0.1292
669,3.6425,1,95,0.2625,0.043746,-0.0774
670,-0.3147,0,25,0.262,0.041141,-0.0824
671,3.5004,1,56,0.2615,0.056284,-0.0395
672,-1.4824,0,18,0.261,0.040081,-0.0296
673,-1.0,0,1,0.2604,0.053288,-0.0212
674,1.6795,0,156,0.2599,0.052201,0.0056
675,-0.585,0,12,0.2594,0.028567,0.0102
676,0.2929,0,189,0.2589,0.053108,0.0233
677,-0.8773,0,142,0.2584,0.049846,0.0355
678,-0.303,0,14,0.2579,0.049652,0.0456
679,-1.8404,0,22,0.2573,0.049108,0.0718
680,3.2364,1,104,0.2568,0.052299,0.1133
681,2.7666,1,112,0.2563,0.055304,0.1534
682,0.6067,0,30,0.2558,0.044371,0.1721
683,0.6497,0,124,0.2553,0.052334,0.1889
684,2.7976,1,116,0.2548,0.050425,0.2246
685,0.6975,0,86,0.2543,0.043714,0.2463
686,-0.6922,0,51,0.2538,0.056254,0.2509
687,-1.5176,0,111,0.2533,0.050337,0.2459
688,-1.0057,0,3,0.2527,0.056175,0.2721
689,0.4288,0,113,0.2522,0.050346,0.2867
690,1.2796,0,67,0.2517,0.052065,0.2674
691,-0.0159,0,35,0.2512,0.053384,0.262
692,0.6057,0,42,0.2507,0.06225,0.2781
693,4.5527,1,73,0.2502,0.047407,0.3383
694,-1.0171,0,39,0.2497,0.053296,0.3416
695,-1.0967,0,11,0.2492,0.0408,0.3378
696,2.3572,0,99,0.2487,0.050957,0.3546
697,0.7277,0,32,0.2482,0.064889,0.3603
698,-1.342,0,19,0.2477,0.066368,0.3477
699,-0.4879,0,181,0.2472,0.046118,0.356
700,1.7984,0,92,0.2467,0.046579,0.3817
701,-1.0,0,1,0.2463,0.136345,0.3976
702,2.2996,0,59,0.2458,0.045853,0.4382
703,0.4657,0,66,0.2453,0.051094,0.4362
704,3.6228,1,131,0.2448,0.053639,0.4405
705,-1.2381,0,71,0.2443,0.04563,0.4341
706,-1.0,0,1,0.2438,0.026922,0.4314
707,-1.5803,0,12,0.2433,0.039817,0.4323
708,1.1096,0,76,0.2428,0.04783,0.4719
709,-1.0,0,1,0.2423,0.104406,0.4764
710,-1.0,0,1,0.2419,0.024438,0.4332
711,4.1392,1,48,0.2414,0.045858,0.4789
712,-1.2881,0,32,0.2409,0.038788,0.4772
713,-3.1591,0,400,0.2404,0.054097,0.4262
714,3.4419,1,65,0.2399,0.048165,0.4328
715,-0.2472,0,31,0.2394,0.04643,0.385
716,0.8778,0,62,0.239,0.050396,0.3718
717,-0.7185,0,36,0.2385,0.051381,0.349
718,3.851,1,110,0.238,0.043665,0.3975
719,-1.1346,0,14,0.2375,0.048738,0.393
720,0.041,0,38,0.2371,0.04689,0.3751
721,-1.0,0,1,0.2366,0.061561,0.3667
722,-0.5233,0,152,0.2361,0.050548,0.3399
723,2.5568,1,169,0.2356,0.047439,0.3698
724,1.4165,0,49,0.2352,0.050222,0.3879
725,-0.8508,0,18,0.2347,0.037065,0.3725
726,-1.0,0,1,0.2342,0.025455,0.3292
727,1.4293,0,159,0.2338,0.051878,0.358
728,-1.0276,0,19,0.2333,0.040908,0.3532
729,0.2121,0,82,0.2328,0.04824,0.3517
730,-1.0,0,1,0.2324,0.027781,0.3594
731,-1.1495,0,158,0.2319,0.046089,0.3217
732,0.6627,0,91,0.2314,0.045238,0.3179
733,-0.2437,0,16,0.231,0.0565,0.3271
734,-1.0486,0,3,0.2305,0.063059,0.313
735,4.1039,1,60,0.23,0.048327,0.3435
736,0.4105,0,33,0.2296,0.040936,0.3445
737,-1.1154,0,44,0.2291,0.048652,0.3425
738,-2.393,0,40,0.2287,0.037789,0.3109
739,0.1071,0,148,0.2282,0.046337,0.3226
740,-0.7253,0,86,0.2278,0.044213,0.2799
741,-1.0,0,1,0.2273,0.030765,0.2589
742,0.0755,0,36,0.2268,0.048063,0.2231
743,-1.0325,0,261,0.2264,0.045703,0.2183
744,-1.04,0,5,0.2259,0.064114,0.2179
745,0.2183,0,62,0.2255,0.04813,0.2301
746,1.1301,0,79,0.225,0.052489,0.2116
747,2.8231,1,156,0.2246,0.047112,0.2454
748,3.6806,1,172,0.2241,0.05524,0.2654
749,-0.6242,0,42,0.2237,0.04646,0.2691
750,0.4655,0,163,0.2232,0.049211,0.2694
751,-0.3012,0,29,0.2228,0.041121,0.2776
752,1.45,0,56,0.2223,0.044653,0.3037
753,0.3359,0,70,0.2219,0.047785,0.2765
754,-0.6456,0,289,0.2215,0.03929,0.2625
755,-0.7098,0,12,0.221,0.021324,0.2431
756,1.1701,0,73,0.2206,0.038548,0.2648
757,4.4471,1,119,0.2201,0.049624,0.3208
758,-1.0,0,1,0.2197,0.013788,0.3207
759,-0.329,0,38,0.2193,0.04763,0.2851
760,4.0901,1,54,0.2188,0.047186,0.3202
761,-0.3143,0,16,0.2184,0.041886,0.3286
762,-1.0,0,1,0.2179,0.015982,0.3135
763,-1.0,0,1,0.2175,0.13221,0.3026
764,3.228,1,62,0.2171,0.051482,0.342
765,1.599,0,57,0.2166,0.05047,0.3687
766,-1.0,0,1,0.2162,0.09448,0.3556
767,0.6063,0,27,0.2158,0.03542,0.3767
768,-0.5845,0,14,0.2153,0.039377,0.3809
769,-1.0,0,1,0.2149,0.016759,0.3344
770,0.671,0,39,0.2145,0.042082,0.3443
771,3.4389,1,96,0.2141,0.040281,0.3437
772,0.2181,0,169,0.2136,0.04297,0.3607
773,3.5023,1,107,0.2132,0.046884,0.4057
774,1.7264,0,58,0.2128,0.046281,0.4062
775,-1.0,0,1,0.2123,0.018833,0.402
776,-0.2515,0,122,0.2119,0.048506,0.3966
777,3.3984,1,93,0.2115,0.04933,0.4393
778,0.1223,0,24,0.2111,0.057052,0.4436
779,1.1298,0,70,0.2106,0.05194,0.4733
780,0.0809,0,30,0.2102,0.049843,0.4417
781,-0.3251,0,19,0.2098,0.050792,0.4108
782,-0.0585,0,18,0.2094,0.041162,0.4042
783,3.4404,1,50,0.209,0.053066,0.4321
784,-1.2418,0,12,0.2086,0.037166,0.3917
785,2.1912,0,96,0.2081,0.055055,0.4066
786,-0.2318,0,24,0.2077,0.042987,0.4112
787,-1.4225,0,34,0.2073,0.05578,0.4122
788,-1.2358,0,8,0.2069,0.030267,0.4099
789,-1.2755,0,19,0.2065,0.045893,0.3928
790,4.2316,1,144,0.2061,0.048068,0.4223
791,3.4747,1,72,0.2056,0.056267,0.4572
792,-1.1078,0,25,0.2052,0.039071,0.4401
793,4.3384,1,71,0.2048,0.039234,0.438
794,-1.0579,0,8,0.2044,0.05866,0.4376
795,1.0554,0,71,0.204,0.048521,0.4591
796,3.9122,1,48,0.2036,0.040381,0.4746
797,0.4649,0,49,0.2032,0.044879,0.472
798,1.364,0,104,0.2028,0.041369,0.4991
799,-1.0923,0,9,0.2024,0.034212,0.493
800,-0.4322,0,20,0.202,0.037667,0.4707
801,1.4921,0,47,0.2016,0.043935,0.4956
802,-0.9367,0,18,0.2012,0.036421,0.4633
803,1.3611,0,55,0.2008,0.046423,0.4722
804,-0.9815,0,13,0.2004,0.052027,0.4262
805,1.6989,0,106,0.2,0.04597,0.4555
806,1.4032,0,47,0.1996,0.042174,0.4796
807,3.8967,1,48,0.1992,0.03799,0.5344
808,4.0118,1,87,0.1988,0.04543,0.5634
809,4.9047,1,91,0.1984,0.038177,0.6224
810,3.0321,1,134,0.198,0.044199,0.6627
811,-1.1631,0,12,0.1976,0.037485,0.6097
812,-1.0,0,1,0.1972,0.038532,0.6126
813,-0.3547,0,97,0.1968,0.046505,0.6406
814,1.0671,0,35,0.1964,0.062008,0.6169
815,3.7429,1,96,0.196,0.038572,0.6568
816,-1.0,0,1,0.1956,0.016972,0.638
817,-1.0,0,1,0.1952,0.015992,0.6352
818,-1.303,0,56,0.1948,0.05326,0.5837
819,0.7498,0,28,0.1944,0.045864,0.6025
820,-1.0,0,1,0.194,0.031955,0.5921
821,0.5962,0,71,0.1937,0.045821,0.6081
822,2.6065,1,135,0.1933,0.050394,0.6394
823,3.6199,1,37,0.1929,0.049839,0.65
824,0.5385,0,50,0.1925,0.046933,0.6412
825,-1.0,0,1,0.1921,0.070018,0.6397
826,4.2412,1,69,0.1917,0.046504,0.6921
827,0.2858,0,24,0.1913,0.051092,0.6807
828,3.9453,1,104,0.191,0.052324,0.7304
829,3.8875,1,72,0.1906,0.04849,0.7672
830,0.2572,0,83,0.1902,0.045983,0.7797
831,4.4944,1,96,0.1898,0.046934,0.8362
832,-1.0,0,1,0.1894,0.028992,0.8196
833,1.1723,0,55,0.1891,0.046339,0.8337
834,-0.044,0,35,0.1887,0.038917,0.8438
835,1.5684,1,241,0.1883,0.042278,0.8184
836,0.7309,0,39,0.1879,0.041832,0.8216
837,2.1274,1,198,0.1876,0.047993,0.854
838,-1.0,0,1,0.1872,0.053258,0.868
839,-1.1199,0,44,0.1868,0.047813,0.8557
840,1.1264,0,31,0.1864,0.046281,0.8742
841,4.1476,1,110,0.1861,0.039594,0.9257
842,-1.001,0,3,0.1857,0.056713,0.9149
843,4.4639,1,57,0.1853,0.044702,0.9699
844,3.3971,1,71,0.1849,0.040983,1.0143
845,-1.0789,0,17,0.1846,0.038458,1.0013
846,0.3592,0,173,0.1842,0.039194,0.9936
847,0.8452,0,99,0.1838,0.038058,0.9738
848,0.8695,0,25,0.1835,0.057056,0.9457
849,3.402,1,85,0.1831,0.038349,0.986
850,1.0586,0,51,0.1827,0.035816,0.9919
851,-1.0,0,1,0.1824,0.028516,0.9849
852,3.4111,1,91,0.182,0.052303,1.0045
853,2.5796,1,204,0.1816,0.042217,1.0269
854,3.2401,1,69,0.1813,0.039609,1.0658
855,-1.1137,0,14,0.1809,0.049609,1.0618
856,3.3757,1,47,0.1806,0.0389,1.0838
857,3.4354,1,75,0.1802,0.04439,1.0737
858,3.5849,1,107,0.1798,0.041123,1.1196
859,0.4281,0,103,0.1795,0.041566,1.1271
860,1.6627,0,84,0.1791,0.045119,1.1028
861,-0.993,0,35,0.1788,0.038926,1.0961
862,-0.8188,0,15,0.1784,0.034171,1.0979
863,-1.0,0,1,0.178,0.036332,1.0979
864,-1.1511,0,11,0.1777,0.030685,1.0541
865,-1.4283,0,16,0.1773,0.039939,1.0238
866,3.9033,1,68,0.177,0.037388,1.0728
867,4.6812,1,124,0.1766,0.040806,1.1136
868,0.3714,0,28,0.1763,0.040983,1.1231
869,3.4914,1,43,0.1759,0.04091,1.1681
870,0.081,0,26,0.1756,0.036163,1.1622
871,3.5375,1,67,0.1752,0.037824,1.1632
872,2.8887,1,164,0.1749,0.045235,1.1899
873,-0.8496,0,38,0.1745,0.048868,1.1463
874,3.3419,1,155,0.1742,0.049258,1.1625
875,3.6988,1,136,0.1738,0.044877,1.2095
876,-1.1914,0,87,0.1735,0.038933,1.2001
877,-1.0,0,1,0.1731,0.035838,1.1561
878,1.5902,0,124,0.1728,0.044905,1.1708
879,-0.6798,0,135,0.1724,0.038963,1.1527
880,1.5182,0,74,0.1721,0.046968,1.1671
881,-1.0,0,1,0.1717,0.011922,1.1603
882,-1.0316,0,6,0.1714,0.016233,1.1506
883,4.2187,1,155,0.1711,0.039886,1.1584
884,-0.0602,0,86,0.1707,0.035429,1.1702
885,0.2689,0,92,0.1704,0.040154,1.151
886,0.5544,0,34,0.17,0.035663,1.1588
887,-0.3672,0,197,0.1697,0.042731,1.1694
888,-1.0,0,1,0.1694,0.024763,1.1717
889,0.7224,0,30,0.169,0.048477,1.1917
890,-1.0266,0,46,0.1687,0.039898,1.1391
891,-0.4453,0,49,0.1683,0.04215,1.0999
892,-0.6344,0,60,0.168,0.044627,1.1047
893,2.0961,0,83,0.1677,0.048575,1.0822
894,-1.2067,0,14,0.1673,0.046555,1.0807
895,-0.2216,0,59,0.167,0.035145,1.068
896,2.5921,1,218,0.1667,0.040209,1.0548
897,-2.4164,0,80,0.1663,0.036992,1.026
898,0.1044,0,31,0.166,0.041527,1.0134
899,-0.1424,0,22,0.1657,0.045936,1.0229
900,-0.3543,0,100,0.1653,0.040703,1.0236
901,0.2087,0,186,0.165,0.041517,1.0108
902,-0.8878,0,46,0.1647,0.040978,1.0113
903,1.1559,0,45,0.1643,0.035302,1.0092
904,4.034,1,111,0.164,0.040594,1.0594
905,4.5366,1,82,0.1637,0.038458,1.0878
906,-0.0232,0,28,0.1634,0.044558,1.0735
907,3.714,1,104,0.163,0.038479,1.0717
908,-0.1396,0,29,0.1627,0.036945,1.0302
909,-1.0,0,1,0.1624,0.042389,0.9711
910,-1.076,0,12,0.1621,0.036078,0.93
911,-0.8198,0,28,0.1617,0.035673,0.9335
912,0.8646,0,119,0.1614,0.043331,0.9521
913,-1.0,0,1,0.1611,0.027894,0.9457
914,-0.368,0,128,0.1608,0.047023,0.9313
915,-1.0749,0,5,0.1604,0.050914,0.8831
916,0.2638,0,23,0.1601,0.038492,0.8958
917,3.0589,1,95,0.1598,0.034919,0.9364
918,3.2748,1,136,0.1595,0.038735,0.9821
919,3.3431,1,138,0.1592,0.039111,1.0081
920,0.0617,0,57,0.1588,0.041651,1.0187
921,1.3206,0,59,0.1585,0.03629,1.0259
922,2.9402,1,136,0.1582,0.041719,1.0293
923,-1.0,0,1,0.1579,0.028304,0.9831
924,3.8326,1,80,0.1576,0.046167,1.016
925,3.3739,1,84,0.1573,0.04729,1.0598
926,-1.0,0,1,0.1569,0.015274,1.0073
927,1.8621,1,258,0.1566,0.039463,1.0231
928,3.1204,1,89,0.1563,0.034822,1.0149
929,0.6814,0,95,0.156,0.038013,0.9828
930,1.6564,1,281,0.1557,0.035252,0.9968
931,-0.6128,0,40,0.1554,0.039091,0.9457
932,1.2034,0,30,0.1551,0.038133,0.9678
933,4.9981,1,75,0.1548,0.037912,1.006
934,3.7198,1,90,0.1545,0.034786,1.0437
935,0.9941,0,46,0.1541,0.035393,1.0379
936,3.6598,1,66,0.1538,0.038815,1.0672
937,0.587,0,134,0.1535,0.037112,1.0518
938,3.2667,1,71,0.1532,0.040695,1.0945
939,-1.0031,0,2,0.1529,0.012325,1.0956
940,1.1254,0,37,0.1526,0.032322,1.0956
941,-1.5768,0,23,0.1523,0.0389,1.0384
942,-0.8338,0,38,0.152,0.031629,1.04
943,-1.0,0,1,0.1517,0.010381,0.9854
944,1.1682,0,54,0.1514,0.035842,0.9631
945,3.3639,1,138,0.1511,0.034281,1.0075
946,4.0005,1,80,0.1508,0.034241,1.044
947,-1.3462,0,68,0.1505,0.030576,1.022
948,3.2398,1,80,0.1502,0.03932,1.0458
949,2.9287,1,85,0.1499,0.040752,1.041
950,-0.1549,0,31,0.1496,0.028207,1.0289
951,3.3831,1,79,0.1493,0.038922,1.0727
952,-0.0688,0,122,0.149,0.031831,1.0379
953,-0.7278,0,56,0.1487,0.042995,1.0048
954,0.6598,0,71,0.1484,0.037222,0.979
955,-1.0495,0,9,0.1481,0.036489,0.9797
956,3.6384,1,69,0.1478,0.042319,0.9823
957,-1.0,0,1,0.1475,0.04843,0.938
958,1.1583,0,94,0.1472,0.041599,0.9137
959,3.3122,1,95,0.1469,0.035588,0.9425
960,1.5733,0,166,0.1466,0.035991,0.9416
961,2.9743,1,116,0.1463,0.03304,0.9813
962,2.261,1,182,0.146,0.039275,1.0121
963,2.0328,0,98,0.1457,0.031603,1.0424
964,0.1529,0,182,0.1454,0.037409,1.0555
965,-0.8866,0,115,0.1452,0.039439,1.0609
966,2.5869,1,124,0.1449,0.037828,1.0477
967,-1.1798,0,35,0.1446,0.042617,0.9891
968,4.4835,1,147,0.1443,0.037847,1.0302
969,3.6563,1,33,0.144,0.035489,1.0319
970,1.85,0,135,0.1437,0.042472,1.0496
971,-0.2497,0,262,0.1434,0.038203,1.0117
972,-0.8564,0,130,0.1431,0.03349,0.9742
973,2.4791,0,84,0.1429,0.03863,1.0075
974,-0.6908,0,15,0.1426,0.032699,0.9672
975,2.5184,1,181,0.1423,0.037248,0.9554
976,-1.0,0,1,0.142,0.085758,0.9573
977,-1.0114,0,100,0.1417,0.03592,0.9572
978,1.9806,0,66,0.1414,0.040439,0.9611
979,-1.0,0,1,0.1411,0.015535,0.9579
980,0.6425,0,206,0.1409,0.037155,0.9491
981,-1.174,0,31,0.1406,0.028568,0.9474
982,0.0828,0,117,0.1403,0.034261,0.9586
983,0.4546,0,238,0.14,0.036147,0.9209
984,1.1279,0,125,0.1397,0.035801,0.9328
985,-1.0,0,1,0.1395,0.078241,0.9201
986,-1.6194,0,12,0.1392,0.022855,0.8984
987,3.5005,1,51,0.1389,0.032114,0.937
988,-1.225,0,19,0.1386,0.035218,0.9348
989,-1.03,0,4,0.1383,0.018004,0.9173
990,-1.005,0,40,0.1381,0.034083,0.9175
991,3.4308,1,135,0.1378,0.031725,0.9562
992,0.1454,0,76,0.1375,0.031646,0.964
993,3.2908,1,54,0.1372,0.040292,0.976
994,1.3681,0,63,0.137,0.040091,1.0017
995,-1.2959,0,20,0.1367,0.034373,0.991
996,-1.0,0,1,0.1364,0.006005,0.9551
997,1.533,0,150,0.1362,0.032861,0.9946
998,-0.094,0,86,0.1359,0.03378,0.9926
999,-0.4018,0,21,0.1356,0.032716,0.99
1000,2.8725,1,161,0.1353,0.036344,1.0223
1001,-1.0,0,1,0.1351,0.021682,1.0102
1002,-0.284,0,103,0.1348,0.03694,1.0162
1003,-0.5385,0,20,0.1345,0.035962,0.9993
1004,-0.2856,0,39,0.1343,0.042126,0.9561
1005,-0.2388,0,93,0.134,0.044037,0.9083
1006,0.7769,0,50,0.1337,0.038334,0.9163
1007,3.4391,1,111,0.1335,0.045877,0.9136
1008,2.863,1,95,0.1332,0.041714,0.9436
1009,-1.0711,0,41,0.1329,0.038711,0.9429
1010,3.8735,1,49,0.1327,0.040684,0.9924
1011,1.4223,0,64,0.1324,0.049494,1.0148
1012,3.4007,1,93,0.1321,0.046233,1.0402
1013,3.8489,1,125,0.1319,0.037963,1.0886
1014,-1.2392,0,33,0.1316,0.037599,1.0799
1015,2.1685,0,100,0.1313,0.041194,1.1124
1016,3.7138,1,53,0.1311,0.033566,1.1469
1017,2.3127,0,59,0.1308,0.038551,1.1394
1018,2.93,1,166,0.1305,0.041056,1.136
1019,2.2662,0,68,0.1303,0.036636,1.1252
1020,0.4385,0,85,0.13,0.039743,1.129
1021,3.1727,1,72,0.1298,0.03601,1.1475
1022,-1.0207,0,24,0.1295,0.029246,1.1079
1023,-1.0,0,1,0.1292,0.046254,1.1079
1024,3.3285,1,136,0.129,0.03418,1.1028
1025,0.7872,0,229,0.1287,0.035989,1.077
1026,3.4354,1,76,0.1285,0.036013,1.1213
1027,0.6249,0,121,0.1282,0.037137,1.1089
1028,1.1524,0,31,0.128,0.037848,1.0893
1029,2.0712,0,70,0.1277,0.026479,1.1032
1030,-0.0223,0,30,0.1274,0.041044,1.0864
